"Fullname","PowerShell51","PowerShell61","PSStandard5","ExclusionReason"
"System.Management.Automation.Language.StaticBindingError","True","True","True",""
"System.Management.Automation.Language.StaticBindingResult","True","True","True",""
"System.Management.Automation.Language.StaticParameterBinder","True","True","True",""
"System.Management.Automation.Language.StringConstantExpressionAst","True","True","True",""
"System.Management.Automation.Language.StringConstantType","True","True","True",""
"System.Management.Automation.Language.StringExpandableToken","True","True","True",""
"System.Management.Automation.Language.StringLiteralToken","True","True","True",""
"System.Management.Automation.Language.StringToken","True","True","True",""
"System.Management.Automation.Language.SubExpressionAst","True","True","True",""
"System.Management.Automation.Language.SwitchFlags","True","True","True",""
"System.Management.Automation.Language.SwitchStatementAst","True","True","True",""
"System.Management.Automation.Language.ThrowStatementAst","True","True","True",""
"System.Management.Automation.Language.Token","True","True","True",""
"System.Management.Automation.Language.TokenFlags","True","True","True",""
"System.Management.Automation.Language.TokenKind","True","True","True",""
"System.Management.Automation.Language.TokenTraits","True","True","True",""
"System.Management.Automation.Language.TrapStatementAst","True","True","True",""
"System.Management.Automation.Language.TryStatementAst","True","True","True",""
"System.Management.Automation.Language.TypeAttributes","True","True","True",""
"System.Management.Automation.Language.TypeConstraintAst","True","True","True",""
"System.Management.Automation.Language.TypeDefinitionAst","True","True","True",""
"System.Management.Automation.Language.TypeExpressionAst","True","True","True",""
"System.Management.Automation.Language.TypeName","True","True","True",""
"System.Management.Automation.Language.UnaryExpressionAst","True","True","True",""
"System.Management.Automation.Language.UsingExpressionAst","True","True","True",""
"System.Management.Automation.Language.UsingStatementAst","True","True","True",""
"System.Management.Automation.Language.UsingStatementKind","True","True","True",""
"System.Management.Automation.Language.VariableExpressionAst","True","True","True",""
"System.Management.Automation.Language.VariableToken","True","True","True",""
"System.Management.Automation.Language.WhileStatementAst","True","True","True",""
"System.Management.Automation.LanguagePrimitives","True","True","True",""
"System.Management.Automation.LineBreakpoint","True","True","True",""
"System.Management.Automation.ListControl","True","True","True",""
"System.Management.Automation.ListControlBuilder","True","True","True",""
"System.Management.Automation.ListControlEntry","True","True","True",""
"System.Management.Automation.ListControlEntryItem","True","True","True",""
"System.Management.Automation.ListEntryBuilder","True","True","True",""
"System.Management.Automation.LoopFlowException","True","True","True",""
"System.Management.Automation.MetadataException","True","True","True",""
"System.Management.Automation.MethodException","True","True","True",""
"System.Management.Automation.MethodInvocationException","True","True","True",""
"System.Management.Automation.ModuleAccessMode","True","True","True",""
"System.Management.Automation.ModuleIntrinsics","True","True","True",""
"System.Management.Automation.ModuleType","True","True","True",""
"System.Management.Automation.NullValidationAttributeBase","False","True","True",""
"System.Management.Automation.OutputTypeAttribute","True","True","True",""
"System.Management.Automation.PagingParameters","True","True","True",""
"System.Management.Automation.ParameterAttribute","True","True","True",""
"System.Management.Automation.ParameterBindingException","True","True","True",""
"System.Management.Automation.ParameterMetadata","True","True","True",""
"System.Management.Automation.ParameterSetMetadata","True","True","True",""
"System.Management.Automation.ParentContainsErrorRecordException","True","True","True",""
"System.Management.Automation.ParseException","True","True","True",""
"System.Management.Automation.ParsingMetadataException","True","True","True",""
"System.Management.Automation.PathInfo","True","True","True",""
"System.Management.Automation.PathInfoStack","True","True","True",""
"System.Management.Automation.PathIntrinsics","True","True","True",""
"System.Management.Automation.PerformanceData.CounterInfo","True","False","False",""
"System.Management.Automation.PerformanceData.CounterSetInstanceBase","True","False","False",""
"System.Management.Automation.PerformanceData.CounterSetRegistrarBase","True","False","False",""
"System.Management.Automation.PerformanceData.PSCounterSetInstance","True","False","False",""
"System.Management.Automation.PerformanceData.PSCounterSetRegistrar","True","False","False",""
"System.Management.Automation.PerformanceData.PSPerfCountersMgr","True","False","False",""
"System.Management.Automation.PipelineClosedException","True","True","True",""
"System.Management.Automation.PipelineDepthException","True","True","True",""
"System.Management.Automation.PipelineStoppedException","True","True","True",""
"System.Management.Automation.Platform","False","True","False",""
"System.Management.Automation.PowerShell","True","True","True",""
"System.Management.Automation.PowerShellAssemblyLoadContextInitializer","False","True","False",""
"System.Management.Automation.PowerShellStreams`2","True","True","True",""
"System.Management.Automation.PowerShellStreamType","True","True","True",""
"System.Management.Automation.ProcessRunspaceDebugEndEventArgs","False","True","False",""
"System.Management.Automation.ProgressRecord","True","True","True",""
"System.Management.Automation.ProgressRecordType","True","True","True",""
"System.Management.Automation.PropertyCmdletProviderIntrinsics","True","True","True",""
"System.Management.Automation.PropertyNotFoundException","True","True","True",""
"System.Management.Automation.Provider.CmdletProvider","True","True","True",""
"System.Management.Automation.Provider.CmdletProviderAttribute","True","True","True",""
"System.Management.Automation.Provider.ContainerCmdletProvider","True","True","True",""
"System.Management.Automation.Provider.DriveCmdletProvider","True","True","True",""
"System.Management.Automation.Provider.ICmdletProviderSupportsHelp","True","True","True",""
"System.Management.Automation.Provider.IContentCmdletProvider","True","True","True",""
"System.Management.Automation.Provider.IContentReader","True","True","True",""
"System.Management.Automation.Provider.IContentWriter","True","True","True",""
"System.Management.Automation.Provider.IDynamicPropertyCmdletProvider","True","True","True",""
"System.Management.Automation.Provider.IPropertyCmdletProvider","True","True","True",""
"System.Management.Automation.Provider.ISecurityDescriptorCmdletProvider","True","True","True",""
"System.Management.Automation.Provider.ItemCmdletProvider","True","True","True",""
"System.Management.Automation.Provider.NavigationCmdletProvider","True","True","True",""
"System.Management.Automation.Provider.ProviderCapabilities","True","True","True",""
"System.Management.Automation.ProviderCmdlet","True","True","True",""
"System.Management.Automation.ProviderInfo","True","True","True",""
"System.Management.Automation.ProviderIntrinsics","True","True","True",""
"System.Management.Automation.ProviderInvocationException","True","True","True",""
"System.Management.Automation.ProviderNameAmbiguousException","True","True","True",""
"System.Management.Automation.ProviderNotFoundException","True","True","True",""
"System.Management.Automation.ProxyCommand","True","True","True",""
"System.Management.Automation.PSAdaptedProperty","True","True","True",""
"System.Management.Automation.PSAliasProperty","True","True","True",""
"System.Management.Automation.PSArgumentException","True","True","True",""
"System.Management.Automation.PSArgumentNullException","True","True","True",""
"System.Management.Automation.PSArgumentOutOfRangeException","True","True","True",""
"System.Management.Automation.PSChildJobProxy","True","True","True",""
"System.Management.Automation.PSClassInfo","True","True","True",""
"System.Management.Automation.PSClassMemberInfo","True","True","True",""
"System.Management.Automation.PSCmdlet","True","True","True",""
"System.Management.Automation.PSCodeMethod","True","True","True",""
"System.Management.Automation.PSCodeProperty","True","True","True",""
"System.Management.Automation.PSCommand","True","True","True",""
"System.Management.Automation.PSControl","True","True","True",""
"System.Management.Automation.PSControlGroupBy","True","True","True",""
"System.Management.Automation.PSCredential","True","True","True",""
"System.Management.Automation.PSCredentialTypes","True","True","True",""
"System.Management.Automation.PSCredentialUIOptions","True","True","True",""
"System.Management.Automation.PSCustomObject","True","True","True",""
"System.Management.Automation.PSDataCollection`1","True","True","True",""
"System.Management.Automation.PSDataStreams","True","True","True",""
"System.Management.Automation.PSDebugContext","True","True","True",""
"System.Management.Automation.PSDefaultValueAttribute","True","True","True",""
"System.Management.Automation.PSDriveInfo","True","True","True",""
"System.Management.Automation.PSDynamicMember","True","True","True",""
"System.Management.Automation.PSEngineEvent","True","True","True",""
"System.Management.Automation.PSEvent","True","True","True",""
"System.Management.Automation.PSEventArgs","True","True","True",""
"System.Management.Automation.PSEventArgsCollection","True","True","True",""
"System.Management.Automation.PSEventHandler","True","True","True",""
"System.Management.Automation.PSEventJob","True","True","True",""
"System.Management.Automation.PSEventManager","True","True","True",""
"System.Management.Automation.PSEventReceivedEventHandler","True","True","True",""
"System.Management.Automation.PSEventSubscriber","True","True","True",""
"System.Management.Automation.PSEventUnsubscribedEventArgs","True","True","True",""
"System.Management.Automation.PSEventUnsubscribedEventHandler","True","True","True",""
"System.Management.Automation.PSInstaller","True","False","False",""
"System.Management.Automation.PSInvalidCastException","True","True","True",""
"System.Management.Automation.PSInvalidOperationException","True","True","True",""
"System.Management.Automation.PSInvocationSettings","True","True","True",""
"System.Management.Automation.PSInvocationState","True","True","True",""
"System.Management.Automation.PSInvocationStateChangedEventArgs","True","True","True",""
"System.Management.Automation.PSInvocationStateInfo","True","True","True",""
"System.Management.Automation.PSJobProxy","True","True","True",""
"System.Management.Automation.PSJobStartEventArgs","True","True","True",""
"System.Management.Automation.PSLanguageMode","True","True","True",""
"System.Management.Automation.PSListModifier","True","True","True",""
"System.Management.Automation.PSListModifier`1","True","True","True",""
"System.Management.Automation.PSMemberInfo","True","True","True",""
"System.Management.Automation.PSMemberInfoCollection`1","True","True","True",""
"System.Management.Automation.PSMemberSet","True","True","True",""
"System.Management.Automation.PSMemberTypes","True","True","True",""
"System.Management.Automation.PSMemberViewTypes","True","True","True",""
"System.Management.Automation.PSMethod","True","True","True",""
"System.Management.Automation.PSMethodInfo","True","True","True",""
"System.Management.Automation.PSModuleAutoLoadingPreference","True","True","True",""
"System.Management.Automation.PSModuleInfo","True","True","True",""
"System.Management.Automation.PSNoteProperty","True","True","True",""
"System.Management.Automation.PSNotImplementedException","True","True","True",""
"System.Management.Automation.PSNotSupportedException","True","True","True",""
"System.Management.Automation.PSObject","True","True","True",""
"System.Management.Automation.PSObjectDisposedException","True","True","True",""
"System.Management.Automation.PSObjectPropertyDescriptor","True","True","True",""
"System.Management.Automation.PSObjectTypeDescriptionProvider","True","True","True",""
"System.Management.Automation.PSObjectTypeDescriptor","True","True","True",""
"System.Management.Automation.PSParameterizedProperty","True","True","True",""
"System.Management.Automation.PSParseError","True","True","False","V1 parser types deprecated"
"System.Management.Automation.PSParser","True","True","False","V1 parser types deprecated"
"System.Management.Automation.PSPrimitiveDictionary","True","True","True",""
"System.Management.Automation.PSProperty","True","True","True",""
"System.Management.Automation.PSPropertyAdapter","True","True","True",""
"System.Management.Automation.PSPropertyInfo","True","True","True",""
"System.Management.Automation.PSPropertySet","True","True","True",""
"System.Management.Automation.PSReference","True","True","True",""
"System.Management.Automation.PSScriptMethod","True","True","True",""
"System.Management.Automation.PSScriptProperty","True","True","True",""
"System.Management.Automation.PSSecurityException","True","True","True",""
"System.Management.Automation.PSSerializer","True","True","True",""
"System.Management.Automation.PSSessionTypeOption","True","True","True",""
"System.Management.Automation.PSSnapIn","True","False","False","Snapin deprecated"
"System.Management.Automation.PSSnapInInfo","True","True","False","Snapin deprecated"
"System.Management.Automation.PSSnapInInstaller","True","False","False","Snapin deprecated"
"System.Management.Automation.PSSnapInSpecification","True","True","False","Snapin deprecated"
"System.Management.Automation.PSToken","True","True","False","V1 parser types deprecated"
"System.Management.Automation.PSTokenType","True","True","False","V1 parser types deprecated"
"System.Management.Automation.PSTraceSource","True","True","True",""
"System.Management.Automation.PSTraceSourceOptions","True","True","True",""
"System.Management.Automation.PSTransaction","True","False","False",""
"System.Management.Automation.PSTransactionContext","True","True","True",""
"System.Management.Automation.PSTransactionStatus","True","False","False",""
"System.Management.Automation.PSTransportOption","True","True","True",""
"System.Management.Automation.PSTypeConverter","True","True","True",""
"System.Management.Automation.PSTypeName","True","True","True",""
"System.Management.Automation.PSTypeNameAttribute","True","True","True",""
"System.Management.Automation.PSVariable","True","True","True",""
"System.Management.Automation.PSVariableIntrinsics","True","True","True",""
"System.Management.Automation.PSVariableProperty","True","True","True",""
"System.Management.Automation.PSVersionHashTable","False","True","False",""
"System.Management.Automation.ReadOnlyPSMemberInfoCollection`1","True","True","True",""
"System.Management.Automation.RedirectedException","True","True","True",""
"System.Management.Automation.RegisterArgumentCompleterCommand","True","True","True",""
"System.Management.Automation.RemoteCommandInfo","True","True","True",""
"System.Management.Automation.RemoteException","True","True","True",""
"System.Management.Automation.RemoteStreamOptions","True","True","True",""
"System.Management.Automation.Remoting.CmdletMethodInvoker`1","True","True","True",""
"System.Management.Automation.Remoting.Internal.PSStreamObject","True","True","True",""
"System.Management.Automation.Remoting.Internal.PSStreamObjectType","True","True","True",""
"System.Management.Automation.Remoting.OriginInfo","True","True","True",""
"System.Management.Automation.Remoting.ProxyAccessType","True","True","True",""
"System.Management.Automation.Remoting.PSCertificateDetails","True","True","True",""
"System.Management.Automation.Remoting.PSDirectException","True","True","True",""
"System.Management.Automation.Remoting.PSIdentity","True","True","True",""
"System.Management.Automation.Remoting.PSPrincipal","True","True","True",""
"System.Management.Automation.Remoting.PSRemotingDataStructureException","True","True","True",""
"System.Management.Automation.Remoting.PSRemotingTransportException","True","True","True",""
"System.Management.Automation.Remoting.PSRemotingTransportRedirectException","True","True","True",""
"System.Management.Automation.Remoting.PSSenderInfo","True","True","True",""
"System.Management.Automation.Remoting.PSSessionConfiguration","True","True","True",""
"System.Management.Automation.Remoting.PSSessionConfigurationData","True","True","True",""
"System.Management.Automation.Remoting.PSSessionOption","True","True","True",""
"System.Management.Automation.Remoting.SessionType","True","True","True",""
"System.Management.Automation.Remoting.WSMan.ActiveSessionsChangedEventArgs","True","True","False","WSMan not ubiquitous"
"System.Management.Automation.Remoting.WSMan.WSManServerChannelEvents","True","True","False","WSMan not ubiquitous"
"System.Management.Automation.Remoting.WSManPluginManagedEntryInstanceWrapper","True","True","True",""
"System.Management.Automation.Remoting.WSManPluginManagedEntryWrapper","True","True","True",""
"System.Management.Automation.RemotingBehavior","True","True","True",""
"System.Management.Automation.RemotingCapability","True","True","True",""
"System.Management.Automation.Repository`1","True","True","True",""
"System.Management.Automation.ResolutionPurpose","True","True","True",""
"System.Management.Automation.ReturnContainers","True","True","True",""
"System.Management.Automation.RollbackSeverity","True","True","True",""
"System.Management.Automation.RunspaceInvoke","True","False","False",""
"System.Management.Automation.RunspaceMode","True","True","True",""
"System.Management.Automation.RunspacePoolStateInfo","True","True","True",""
"System.Management.Automation.RunspaceRepository","True","True","True",""
"System.Management.Automation.Runspaces.AliasPropertyData","True","True","True",""
"System.Management.Automation.Runspaces.AssemblyConfigurationEntry","True","False","False",""
"System.Management.Automation.Runspaces.AuthenticationMechanism","True","True","True",""
"System.Management.Automation.Runspaces.CmdletConfigurationEntry","True","False","False",""
"System.Management.Automation.Runspaces.CodeMethodData","True","True","True",""
"System.Management.Automation.Runspaces.CodePropertyData","True","True","True",""
"System.Management.Automation.Runspaces.Command","True","True","True",""
"System.Management.Automation.Runspaces.CommandCollection","True","True","True",""
"System.Management.Automation.Runspaces.CommandParameter","True","True","True",""
"System.Management.Automation.Runspaces.CommandParameterCollection","True","True","True",""
"System.Management.Automation.Runspaces.ConstrainedSessionStateEntry","True","True","True",""
"System.Management.Automation.Runspaces.ContainerConnectionInfo","True","True","True",""
"System.Management.Automation.Runspaces.FormatConfigurationEntry","True","False","False",""
"System.Management.Automation.Runspaces.FormatTable","True","True","True",""
"System.Management.Automation.Runspaces.FormatTableLoadException","True","True","True",""
"System.Management.Automation.Runspaces.InitialSessionState","True","True","True",""
"System.Management.Automation.Runspaces.InitialSessionStateEntry","True","True","True",""
"System.Management.Automation.Runspaces.InitialSessionStateEntryCollection`1","True","True","True",""
"System.Management.Automation.Runspaces.InvalidPipelineStateException","True","True","True",""
"System.Management.Automation.Runspaces.InvalidRunspacePoolStateException","True","True","True",""
"System.Management.Automation.Runspaces.InvalidRunspaceStateException","True","True","True",""
"System.Management.Automation.Runspaces.MemberSetData","True","True","True",""
"System.Management.Automation.Runspaces.NamedPipeConnectionInfo","True","True","True",""
"System.Management.Automation.Runspaces.NotePropertyData","True","True","True",""
"System.Management.Automation.Runspaces.OutputBufferingMode","True","True","True",""
"System.Management.Automation.Runspaces.Pipeline","True","True","False","V1 runspace apis deprecated in favor of PowerShell Type"
"System.Management.Automation.Runspaces.PipelineReader`1","True","True","False","V1 runspace apis deprecated in favor of PowerShell Type"
"System.Management.Automation.Runspaces.PipelineResultTypes","True","True","True",""
"System.Management.Automation.Runspaces.PipelineState","True","True","True",""
"System.Management.Automation.Runspaces.PipelineStateEventArgs","True","True","False","V1 runspace apis deprecated in favor of PowerShell Type"
"System.Management.Automation.Runspaces.PipelineStateInfo","True","True","False","V1 runspace apis deprecated in favor of PowerShell Type"
"System.Management.Automation.Runspaces.PipelineWriter","True","True","False","V1 runspace apis deprecated in favor of PowerShell Type"
"System.Management.Automation.Runspaces.PowerShellProcessInstance","True","True","False","V1 runspace apis deprecated in favor of PowerShell Type"
"System.Management.Automation.Runspaces.PropertySetData","True","True","True",""
"System.Management.Automation.Runspaces.ProviderConfigurationEntry","True","False","False",""
"System.Management.Automation.Runspaces.PSConsoleLoadException","True","True","True",""
"System.Management.Automation.Runspaces.PSSession","True","True","True",""
"System.Management.Automation.Runspaces.PSSessionConfigurationAccessMode","True","True","True",""
"System.Management.Automation.Runspaces.PSSessionType","True","True","True",""
"System.Management.Automation.Runspaces.PSSnapInException","True","True","False","Snapin deprecated"
"System.Management.Automation.Runspaces.PSThreadOptions","True","True","True",""
"System.Management.Automation.Runspaces.RemotingDebugRecord","True","True","True",""
"System.Management.Automation.Runspaces.RemotingErrorRecord","True","True","True",""
"System.Management.Automation.Runspaces.RemotingInformationRecord","True","True","True",""
"System.Management.Automation.Runspaces.RemotingProgressRecord","True","True","True",""
"System.Management.Automation.Runspaces.RemotingVerboseRecord","True","True","True",""
"System.Management.Automation.Runspaces.RemotingWarningRecord","True","True","True",""
"System.Management.Automation.Runspaces.Runspace","True","True","True",""
"System.Management.Automation.Runspaces.RunspaceAvailability","True","True","True",""
"System.Management.Automation.Runspaces.RunspaceAvailabilityEventArgs","True","True","True",""
"System.Management.Automation.Runspaces.RunspaceCapability","True","True","True",""
"System.Management.Automation.Runspaces.RunspaceConfiguration","True","False","False",""
"System.Management.Automation.Runspaces.RunspaceConfigurationAttributeException","True","False","False",""
"System.Management.Automation.Runspaces.RunspaceConfigurationEntry","True","False","False",""
"System.Management.Automation.Runspaces.RunspaceConfigurationEntryCollection`1","True","False","False",""
"System.Management.Automation.Runspaces.RunspaceConfigurationTypeAttribute","True","False","False",""
"System.Management.Automation.Runspaces.RunspaceConfigurationTypeException","True","False","False",""
"System.Management.Automation.Runspaces.RunspaceConnectionInfo","True","True","True",""
"System.Management.Automation.Runspaces.RunspaceFactory","True","True","True",""
"System.Management.Automation.Runspaces.RunspaceOpenModuleLoadException","True","True","True",""
"System.Management.Automation.Runspaces.RunspacePool","True","True","True",""
"System.Management.Automation.Runspaces.RunspacePoolAvailability","True","True","True",""
"System.Management.Automation.Runspaces.RunspacePoolCapability","True","True","True",""
"System.Management.Automation.Runspaces.RunspacePoolState","True","True","True",""
"System.Management.Automation.Runspaces.RunspacePoolStateChangedEventArgs","True","True","True",""
"System.Management.Automation.Runspaces.RunspaceState","True","True","True",""
"System.Management.Automation.Runspaces.RunspaceStateEventArgs","True","True","True",""
"System.Management.Automation.Runspaces.RunspaceStateInfo","True","True","True",""
"System.Management.Automation.Runspaces.ScriptConfigurationEntry","True","False","False",""
"System.Management.Automation.Runspaces.ScriptMethodData","True","True","True",""
"System.Management.Automation.Runspaces.ScriptPropertyData","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateAliasEntry","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateApplicationEntry","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateAssemblyEntry","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateCmdletEntry","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateCommandEntry","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateFormatEntry","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateFunctionEntry","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateProviderEntry","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateProxy","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateScriptEntry","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateTypeEntry","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateVariableEntry","True","True","True",""
"System.Management.Automation.Runspaces.SessionStateWorkflowEntry","True","False","False",""
"System.Management.Automation.Runspaces.SSHConnectionInfo","False","True","False",""
"System.Management.Automation.Runspaces.TargetMachineType","True","True","True",""
"System.Management.Automation.Runspaces.TypeConfigurationEntry","True","False","False",""
"System.Management.Automation.Runspaces.TypeData","True","True","True",""
"System.Management.Automation.Runspaces.TypeMemberData","True","True","True",""
"System.Management.Automation.Runspaces.TypeTable","True","True","True",""
"System.Management.Automation.Runspaces.TypeTableLoadException","True","True","True",""
"System.Management.Automation.Runspaces.VMConnectionInfo","True","True","False","Not available on all platforms"
"System.Management.Automation.Runspaces.WSManConnectionInfo","True","True","True",""
"System.Management.Automation.RuntimeDefinedParameter","True","True","True",""
"System.Management.Automation.RuntimeDefinedParameterDictionary","True","True","True",""
"System.Management.Automation.RuntimeException","True","True","True",""
"System.Management.Automation.ScopedItemOptions","True","True","True",""
"System.Management.Automation.ScriptBlock","True","True","True",""
"System.Management.Automation.ScriptBlockToPowerShellNotSupportedException","True","True","True",""
"System.Management.Automation.ScriptCallDepthException","True","True","True",""
"System.Management.Automation.ScriptInfo","True","True","True",""
"System.Management.Automation.ScriptRequiresException","True","True","True",""
"System.Management.Automation.Security.SystemEnforcementMode","True","False","False",""
"System.Management.Automation.Security.SystemPolicy","True","False","False",""
"System.Management.Automation.SecurityDescriptorCmdletProviderIntrinsics","True","True","True",""
"System.Management.Automation.SemanticVersion","False","True","False",""
"System.Management.Automation.SessionCapabilities","True","True","True",""
"System.Management.Automation.SessionState","True","True","True",""
"System.Management.Automation.SessionStateCategory","True","True","True",""
"System.Management.Automation.SessionStateEntryVisibility","True","True","True",""
"System.Management.Automation.SessionStateException","True","True","True",""
"System.Management.Automation.SessionStateOverflowException","True","False","False",""
"System.Management.Automation.SessionStateUnauthorizedAccessException","True","True","True",""
"System.Management.Automation.SettingValueExceptionEventArgs","True","True","True",""
"System.Management.Automation.SetValueException","True","True","True",""
"System.Management.Automation.SetValueInvocationException","True","True","True",""
"System.Management.Automation.ShouldProcessReason","True","True","True",""
"System.Management.Automation.Signature","True","True","True",""
"System.Management.Automation.SignatureStatus","True","True","True",""
"System.Management.Automation.SignatureType","True","True","True",""
"System.Management.Automation.SigningOption","True","True","True",""
"System.Management.Automation.SplitOptions","True","True","True",""
"System.Management.Automation.StartRunspaceDebugProcessingEventArgs","False","True","False",""
"System.Management.Automation.SteppablePipeline","True","True","True",""
"System.Management.Automation.SupportsWildcardsAttribute","True","True","True",""
"System.Management.Automation.SwitchParameter","True","True","True",""
"System.Management.Automation.TableControl","True","True","True",""
"System.Management.Automation.TableControlBuilder","True","True","True",""
"System.Management.Automation.TableControlColumn","True","True","True",""
"System.Management.Automation.TableControlColumnHeader","True","True","True",""
"System.Management.Automation.TableControlRow","True","True","True",""
"System.Management.Automation.TableRowDefinitionBuilder","True","True","True",""
"System.Management.Automation.TerminateException","True","True","True",""
"System.Management.Automation.Tracing.BaseChannelWriter","True","False","False",""
"System.Management.Automation.Tracing.CallbackNoParameter","True","False","False",""
"System.Management.Automation.Tracing.CallbackWithState","True","False","False",""
"System.Management.Automation.Tracing.CallbackWithStateAndArgs","True","False","False",""
"System.Management.Automation.Tracing.EtwActivity","True","True","False","Windows specific"
"System.Management.Automation.Tracing.EtwEvent","True","False","False",""
"System.Management.Automation.Tracing.EtwEventArgs","True","False","False",""
"System.Management.Automation.Tracing.EtwEventCorrelator","True","False","False",""
"System.Management.Automation.Tracing.IEtwActivityReverter","True","False","False",""
"System.Management.Automation.Tracing.IEtwEventCorrelator","True","False","False",""
"System.Management.Automation.Tracing.NullWriter","True","False","False",""
"System.Management.Automation.Tracing.PowerShellChannelWriter","True","False","False",""
"System.Management.Automation.Tracing.PowerShellTraceChannel","True","False","False",""
"System.Management.Automation.Tracing.PowerShellTraceEvent","True","False","False",""
"System.Management.Automation.Tracing.PowerShellTraceKeywords","True","True","False","Windows specific"
"System.Management.Automation.Tracing.PowerShellTraceLevel","True","False","False",""
"System.Management.Automation.Tracing.PowerShellTraceOperationCode","True","False","False",""
"System.Management.Automation.Tracing.PowerShellTraceSource","True","True","False","Windows specific"
"System.Management.Automation.Tracing.PowerShellTraceSourceFactory","True","True","False","Windows specific"
"System.Management.Automation.Tracing.PowerShellTraceTask","True","True","False","Windows specific"
"System.Management.Automation.Tracing.Tracer","True","True","False","Windows specific"
"System.Management.Automation.TypeInferenceRuntimePermissions","False","True","False",""
"System.Management.Automation.ValidateArgumentsAttribute","True","True","True",""
"System.Management.Automation.ValidateCountAttribute","True","True","True",""
"System.Management.Automation.ValidateDriveAttribute","True","True","True",""
"System.Management.Automation.ValidateEnumeratedArgumentsAttribute","True","True","True",""
"System.Management.Automation.ValidateLengthAttribute","True","True","True",""
"System.Management.Automation.ValidateNotNullAttribute","True","True","True",""
"System.Management.Automation.ValidateNotNullOrEmptyAttribute","True","True","True",""
"System.Management.Automation.ValidatePatternAttribute","True","True","True",""
"System.Management.Automation.ValidateRangeAttribute","True","True","True",""
"System.Management.Automation.ValidateRangeKind","False","True","False",""
"System.Management.Automation.ValidateScriptAttribute","True","True","True",""
"System.Management.Automation.ValidateSetAttribute","True","True","True",""
"System.Management.Automation.ValidateTrustedDataAttribute","True","False","False",""
"System.Management.Automation.ValidateUserDriveAttribute","True","True","True",""
"System.Management.Automation.ValidationMetadataException","True","True","True",""
"System.Management.Automation.VariableAccessMode","True","True","True",""
"System.Management.Automation.VariableBreakpoint","True","True","True",""
"System.Management.Automation.VariablePath","True","True","True",""
"System.Management.Automation.VerbInfo","False","True","False",""
"System.Management.Automation.VerboseRecord","True","True","True",""
"System.Management.Automation.VerbsCommon","True","True","True",""
"System.Management.Automation.VerbsCommunications","True","True","True",""
"System.Management.Automation.VerbsData","True","True","True",""
"System.Management.Automation.VerbsDiagnostic","True","True","True",""
"System.Management.Automation.VerbsLifecycle","True","True","True",""
"System.Management.Automation.VerbsOther","True","True","True",""
"System.Management.Automation.VerbsSecurity","True","True","True",""
"System.Management.Automation.WarningRecord","True","True","True",""
"System.Management.Automation.WhereOperatorSelectionMode","True","True","True",""
"System.Management.Automation.WideControl","True","True","True",""
"System.Management.Automation.WideControlBuilder","True","True","True",""
"System.Management.Automation.WideControlEntryItem","True","True","True",""
"System.Management.Automation.WildcardOptions","True","True","True",""
"System.Management.Automation.WildcardPattern","True","True","True",""
"System.Management.Automation.WildcardPatternException","True","True","True",""
"System.Management.Automation.WorkflowInfo","True","True","False","Workflow deprecated"
